id;name;taxId;gender;dateOfBirth;status;externalCode;isEnriched;enrichedAt;enrichedBy;createdAt;createdBy;updatedAt;updatedBy;phone;email;lastOrderDate
1238;Milena da Conceição;809.753.126-77;M;2007-06-23;1;;True;2024-05-30T15:32:31;eloahrezende;2024-01-12T15:39:07;mda-conceicao;2024-01-12T15:39:07;mda-conceicao;555128498425;milena52@uol.com.br;2025-10-15T21:10:20
1239;Rodrigo da Mata;583.429.107-41;M;2003-03-09;2;SITC9073;True;2025-05-21T15:42:05;martinscaleb;2024-06-24T18:52:58;ana-clara98;2024-06-24T18:52:58;ana-clara98;558476000332;rodrigo3@gmail.com;2024-10-25T11:47:46
1240;Sr. Dante Lopes;392.618.074-96;M;1972-03-12;1;;True;2025-10-07T00:26:48;fpimenta;2025-04-20T18:14:41;icorreia;2025-04-20T18:14:41;icorreia;5504162330864;sr.95@uol.com.br;2025-09-26T11:58:23
1241;Luiz Fernando Sousa;509.387.241-50;M;1986-07-24;2;QJZK4108;False;;;2025-10-09T01:56:22;dmarques;2025-10-09T01:56:22;dmarques;8134705352;luiz40@hotmail.com;
1242;Bianca Moraes;147.532.806-08;M;1951-12-19;1;BHPU9080;True;2025-06-17T03:27:15;leonardo81;2024-07-16T20:06:32;maria-helena80;2024-07-16T20:06:32;maria-helena80;8152034295;bianca64@ig.com.br;2025-11-15T11:55:20
1243;Maria Alice da Paz;531.890.264-24;F;1974-03-27;1;;False;;;2025-01-29T00:54:25;leonardo63;2025-01-29T00:54:25;leonardo63;5174598337;maria2@yahoo.com.br;2025-09-13T12:05:13
1244;Isadora Ramos;285.736.901-86;F;1977-04-14;2;;False;;;2025-06-26T14:11:14;emoreira;2025-06-26T14:11:14;emoreira;558126708627;isadora82@yahoo.com.br;
1245;Juliana Moura;813.450.726-35;F;1999-10-07;2;;False;;;2024-10-15T21:41:47;joanasantos;2024-10-15T21:41:47;joanasantos;9006340234;juliana65@uol.com.br;2025-04-16T16:28:22
1246;Sra. Valentina Freitas;420.615.739-16;F;1951-03-19;1;;False;;;2025-10-20T08:43:59;ana-ceciliada-costa;2025-10-20T08:43:59;ana-ceciliada-costa;8425243551;sra.47@gmail.com;2025-11-07T18:05:41
1247;Dra. Joana Pinto;085.913.246-33;;1988-07-01;1;;False;;;2025-03-20T19:02:27;ralmeida;2025-03-20T19:02:27;ralmeida;8464886702;dra.75@hotmail.com;2025-07-17T16:08:25
1248;Rhavi Novais;734.925.801-14;M;2000-08-06;2;;True;2025-02-11T08:30:40;jose-miguelcavalcante;2024-11-24T03:22:17;manuellalopes;2024-11-24T03:22:17;manuellalopes;5001802121;rhavi81@uol.com.br;
1249;Ana Beatriz Aparecida;27.389.046/0001-09;F;1957-05-28;1;;True;2025-11-13T19:52:42;yanrios;2025-03-08T04:03:28;emilly76;2025-03-08T04:03:28;emilly76;1142643296;ana53@uol.com.br;2025-11-26T10:54:18
1250;Natália Fonseca;621.590.378-77;F;2007-03-11;1;;True;2025-09-02T03:03:49;fcamargo;2024-09-28T14:22:53;maria-laura15;2024-09-28T14:22:53;maria-laura15;6127625961;natália18@bol.com.br;2025-11-03T09:45:13
1251;Olívia Aparecida;418.736.290-87;;1999-09-19;1;;False;;;2024-02-18T12:23:23;renan74;2024-02-18T12:23:23;renan74;2103045583;olívia80@uol.com.br;2025-10-15T21:48:57
1252;Marcos Vinicius Garcia;174.569.038-75;F;1969-03-26;1;;False;;;2025-01-27T07:49:36;enzopastor;2025-01-27T07:49:36;enzopastor;5501177950244;marcos63@bol.com.br;2025-08-14T08:40:36
1253;Carolina Cirino;31.904.278/0001-17;O;1976-06-08;1;;True;2025-10-24T04:43:55;gabrielabreu;2024-04-27T22:43:16;luna66;2024-04-27T22:43:16;luna66;5508157687534;carolina2@ig.com.br;2025-10-21T21:12:45
1254;Enzo Gabriel Almeida;841.053.269-70;M;1960-04-17;1;;False;;;2024-10-31T02:46:23;souzaclara;2024-10-31T02:46:23;souzaclara;5503139120176;enzo34@gmail.com;2025-10-18T12:39:12
1255;Thomas Farias;86.917.504/0001-96;F;1979-05-27;2;XHPF4992;True;2025-08-19T18:33:55;andradeliam;2025-02-12T05:40:09;da-cunharhavi;2025-02-12T05:40:09;da-cunharhavi;6114042810;thomas41@bol.com.br;2025-04-25T13:36:58
1256;Gabriel Viana;28.736.910/0001-56;F;1972-12-17;1;;True;2025-08-04T22:39:18;das-nevesgabrielly;2025-07-26T11:33:46;henry43;2025-07-26T11:33:46;henry43;556127497945;gabriel36@yahoo.com.br;2025-10-24T08:39:52
1257;Luiz Otávio Moraes;273.580.614-62;M;1974-04-06;2;PDHK4887;True;2025-08-15T02:03:30;anna-liz00;2024-05-12T15:24:17;hellenaabreu;2024-05-12T15:24:17;hellenaabreu;4113965681;luiz80@yahoo.com.br;2025-05-15T22:11:34
1258;Júlia Nogueira;543.971.082-50;M;1997-11-06;1;;False;;;2024-09-17T20:48:19;maria-luiza50;2024-09-17T20:48:19;maria-luiza50;3001942623;júlia18@hotmail.com;2025-10-31T10:59:41
1259;Josué Vieira;937.210.684-40;F;1986-06-08;1;;True;2025-06-18T19:21:14;wcasa-grande;2025-03-04T03:09:10;nascimentomanuela;2025-03-04T03:09:10;nascimentomanuela;1119341641;josué8@yahoo.com.br;2025-09-02T11:05:03
1260;Dr. Enzo Albuquerque;510.329.486-98;F;1992-07-25;1;;True;2025-09-30T05:56:10;albuquerqueian;2025-02-20T12:35:48;vitor96;2025-02-20T12:35:48;vitor96;552198932301;dr.13@bol.com.br;2025-11-07T18:09:28
1261;Srta. Alana Vasconcelos;034.621.859-42;M;1956-10-18;1;;True;2024-12-31T04:12:28;boliveira;2024-11-05T21:51:26;pastorasafe;2024-11-05T21:51:26;pastorasafe;3002302187;srta.21@gmail.com;2025-07-07T20:58:25
1262;Marcos Vinicius Sales;375.691.048-20;F;1962-01-18;1;;True;2025-11-06T09:46:07;gustavo-henrique06;2025-10-10T21:41:25;ucassiano;2025-10-10T21:41:25;ucassiano;5507121397216;marcos30@uol.com.br;2025-10-16T13:52:44
1263;Bárbara Novais;350.671.428-71;M;1953-12-31;1;GAJZ6410;False;;;2024-02-05T17:59:01;camarabella;2024-02-05T17:59:01;camarabella;5508432954261;bárbara96@yahoo.com.br;2025-09-19T12:01:13
1264;Esther Pimenta;147.895.302-05;M;1962-10-14;1;;True;2025-10-31T16:48:57;theodoroteixeira;2025-08-25T12:54:03;correiavitor-gabriel;2025-08-25T12:54:03;correiavitor-gabriel;3172127759;esther57@gmail.com;2025-09-12T09:05:19
1265;Stella Aragão;305.246.871-53;M;1977-02-25;1;;False;;;2025-06-28T08:26:41;raulrios;2025-06-28T08:26:41;raulrios;5507169314045;stella2@gmail.com;2025-07-30T13:12:09
1266;Ravy Freitas;915.267.834-28;;2000-11-29;1;;True;2025-03-31T22:23:59;ppacheco;2025-02-10T08:16:34;kevinda-conceicao;2025-02-10T08:16:34;kevinda-conceicao;5508157036192;ravy90@ig.com.br;2025-10-10T20:34:25
1267;Igor Casa Grande;41.760.382/0001-39;M;1986-10-02;1;;True;2025-11-27T22:59:19;araujomaria-laura;2024-03-15T04:04:17;alveseloa;2024-03-15T04:04:17;alveseloa;5126947025;igor89@ig.com.br;2025-10-23T10:57:52
1268;Benjamin Santos;216.487.509-58;F;1987-06-29;1;KFCE0455;False;;;2025-02-12T17:44:25;azevedolavinia;2025-02-12T17:44:25;azevedolavinia;5501158677235;benjamin20@hotmail.com;2025-08-17T21:49:51
1269;Sr. Ravi Casa Grande;536.298.710-03;F;1966-04-16;1;;True;2025-06-22T04:43:05;albuquerquesofia;2025-04-29T17:40:33;saana-sophia;2025-04-29T17:40:33;saana-sophia;5154557233;sr.17@uol.com.br;2025-08-15T19:45:42
1270;Rafael Correia;437.619.082-96;O;1987-07-20;2;;True;2025-11-28T20:08:29;oliveiraagatha;2025-09-27T11:00:05;ana-livia67;2025-09-27T11:00:05;ana-livia67;7182469623;rafael96@hotmail.com;
1271;Maria Vitória Macedo;152.067.843-62;M;1987-01-25;1;;True;2025-11-25T13:03:14;laura81;2025-07-20T23:17:28;limaluisa;2025-07-20T23:17:28;limaluisa;558455711485;maria83@uol.com.br;2025-10-15T21:36:17
1272;Danilo Oliveira;074.582.319-04;F;1984-07-03;2;YQCF3325;False;;;2025-01-14T09:53:11;lunnaribeiro;2025-01-14T09:53:11;lunnaribeiro;5501199086631;danilo97@hotmail.com;2025-02-15T15:41:05
1273;Davi Lucas Rezende;601.743.952-99;M;2005-03-08;2;;True;2025-11-05T17:46:14;teixeiraeduarda;2025-07-01T09:44:35;santosmatheus;2025-07-01T09:44:35;santosmatheus;554109240361;davi57@yahoo.com.br;
1274;Davi Lucca Garcia;73.248.019/0001-25;M;1956-04-25;1;;False;;;2025-04-23T05:21:24;cunharafael;2025-04-23T05:21:24;cunharafael;8139431087;davi43@yahoo.com.br;2025-11-18T17:34:11
1275;Ana Clara Peixoto;092.364.857-74;M;1997-11-25;1;;True;2025-08-03T01:41:44;jesusvitoria;2024-09-04T04:49:15;bpereira;2024-09-04T04:49:15;bpereira;5506149784129;ana26@gmail.com;2025-08-25T11:06:18
1276;Ana Beatriz da Paz;168.702.549-58;M;1976-01-17;2;;True;2025-11-28T09:10:15;maitegomes;2025-11-14T19:45:43;paulo79;2025-11-14T19:45:43;paulo79;5502188288296;ana61@ig.com.br;
1277;Lunna Rios;43.795.260/0001-03;M;1984-01-09;2;EWFW9836;True;2025-08-16T11:38:00;luigi96;2024-12-29T12:21:48;brunasousa;2024-12-29T12:21:48;brunasousa;5159247701;lunna58@gmail.com;2025-05-08T19:56:01
1278;Gustavo Melo;679.103.485-84;M;1958-03-03;2;;True;2025-06-16T03:25:39;nfonseca;2025-03-28T04:45:15;leovargas;2025-03-28T04:45:15;leovargas;5501195061600;gustavo96@hotmail.com;
1279;Bianca Guerra;263.984.175-00;M;1963-03-18;2;HNTQ5818;True;2025-06-09T11:59:04;eduardavasconcelos;2025-03-31T09:42:39;stella13;2025-03-31T09:42:39;stella13;3114792351;bianca3@hotmail.com;
1280;Marcos Vinicius Moura;813.240.579-04;O;1998-12-14;2;AYUH6260;False;;;2025-11-21T22:01:30;diogo08;2025-11-21T22:01:30;diogo08;6150723276;marcos36@yahoo.com.br;
1281;Sra. Mirella Dias;971.038.645-00;M;1977-01-28;1;;False;;;2024-01-01T15:16:14;benjamimdias;2024-01-01T15:16:14;benjamimdias;9003419948;sra.35@yahoo.com.br;2025-09-23T21:10:00
1282;Pietro Moura;140.379.865-66;F;2002-05-01;1;;False;;;2025-07-02T16:44:48;peixotoisaac;2025-07-02T16:44:48;peixotoisaac;3006195444;pietro82@uol.com.br;2025-11-25T12:58:33
1283;Valentina Sales;239.145.687-55;F;1996-10-22;1;;True;2025-10-12T09:26:39;da-motaisabelly;2025-06-02T16:03:24;isabel25;2025-06-02T16:03:24;isabel25;3119031804;valentina13@ig.com.br;2025-10-04T20:42:15
1284;Dra. Camila Fonseca;493.125.870-05;M;1991-04-23;2;;False;;;2025-06-15T03:04:43;hadassa08;2025-06-15T03:04:43;hadassa08;558101465587;dra.8@ig.com.br;
1285;Bárbara Pacheco;85.017.362/0001-48;M;1974-02-10;1;;True;2025-05-06T20:44:27;dda-paz;2024-07-23T19:41:03;pietro20;2024-07-23T19:41:03;pietro20;3173946158;bárbara5@hotmail.com;2025-11-21T20:20:13
1286;João Miguel Pereira;340.197.685-01;F;1962-04-08;1;SYBH3656;True;2025-06-26T02:28:26;cecilia42;2025-04-18T09:44:14;eduardo84;2025-04-18T09:44:14;eduardo84;3160649947;joão70@bol.com.br;2025-07-04T16:14:24
1287;Sra. Luna das Neves;265.741.038-35;M;1989-06-22;1;;True;2025-07-29T09:06:12;fguerra;2025-06-27T04:11:05;martinsester;2025-06-27T04:11:05;martinsester;553103799075;sra.85@uol.com.br;2025-11-24T10:19:16
1288;André Costela;231.796.085-95;M;1954-04-02;2;;False;;;2025-11-27T00:41:55;isis42;2025-11-27T00:41:55;isis42;5118179930;andré63@ig.com.br;
1289;Dr. Levi da Paz;901.382.754-32;F;2002-03-28;1;;False;;;2024-01-08T20:22:37;cavalcantiluiza;2024-01-08T20:22:37;cavalcantiluiza;555191229514;dr.59@yahoo.com.br;2025-07-03T18:12:27
1290;Dr. Cauã Fernandes;024.513.968-06;M;1987-12-06;2;;False;;;2024-02-24T13:24:23;hda-mata;2024-02-24T13:24:23;hda-mata;8138000918;dr.10@hotmail.com;2025-04-04T16:35:39
1291;Srta. Clara Marques;215.736.940-61;F;1965-10-29;1;ETNG0926;False;;;2024-03-01T22:57:37;jferreira;2024-03-01T22:57:37;jferreira;4135809226;srta.90@bol.com.br;2025-11-26T21:04:59
1292;Olivia Sousa;027.349.518-60;M;1970-10-13;2;;True;2025-09-26T14:47:38;isis15;2025-08-31T15:45:22;alice03;2025-08-31T15:45:22;alice03;1171224661;olivia93@ig.com.br;
1293;Hadassa Rodrigues;459.081.736-57;F;1993-07-11;1;;True;2025-05-06T00:10:39;luna01;2025-02-06T11:12:46;kvasconcelos;2025-02-06T11:12:46;kvasconcelos;558169695502;hadassa62@ig.com.br;2025-11-04T21:15:29
1294;Mariana Peixoto;708.365.294-56;F;1979-08-31;1;;False;;;2025-02-21T10:11:03;felipealbuquerque;2025-02-21T10:11:03;felipealbuquerque;7159740209;mariana58@bol.com.br;2025-10-13T13:58:21
1295;João Lucas Teixeira;906.435.872-92;F;1992-09-30;2;;False;;;2024-06-13T09:00:32;ribeironoah;2024-06-13T09:00:32;ribeironoah;5504157866600;joão9@bol.com.br;2025-01-28T10:18:11
1296;Maria Alice Cardoso;329.417.850-60;F;1970-03-31;1;;True;2025-10-30T23:47:52;dsiqueira;2025-04-16T15:19:17;da-costabryan;2025-04-16T15:19:17;da-costabryan;5508151090687;maria94@ig.com.br;2025-08-02T19:10:40
1297;Sra. Clarice Farias;537.492.081-23;F;1984-03-18;1;;False;;;2024-08-08T02:02:36;claricepacheco;2024-08-08T02:02:36;claricepacheco;558139847120;sra.53@gmail.com;2025-11-09T23:22:04
1298;Raquel Rezende;127.835.946-09;M;1995-05-07;1;;True;2025-03-26T04:51:05;araujomaria;2024-06-01T05:44:46;rhavi03;2024-06-01T05:44:46;rhavi03;9004838686;raquel61@uol.com.br;2025-10-17T15:03:26
1299;Anthony Cassiano;589.637.402-00;F;1995-11-06;2;;False;;;2024-04-10T23:44:01;oliver45;2024-04-10T23:44:01;oliver45;1191372433;anthony12@hotmail.com;2025-05-24T18:51:04
1300;Caroline Campos;961.275.840-94;F;1976-04-09;1;;True;2025-07-03T04:38:00;da-cruzbenjamin;2024-07-19T20:54:58;cavalcanterhavi;2024-07-19T20:54:58;cavalcanterhavi;3184997289;caroline40@hotmail.com;2025-10-05T20:17:04
1301;Cecilia Alves;569.218.740-01;M;1964-10-28;2;;True;2025-02-27T20:56:42;murilonovaes;2024-12-07T17:56:11;da-pazvinicius;2024-12-07T17:56:11;da-pazvinicius;5506138271977;cecilia70@hotmail.com;2025-05-14T14:24:29
1302;Pietro Pacheco;852.963.014-98;M;1978-11-09;1;TZGX9582;False;;;2025-11-11T02:22:07;renan71;2025-11-11T02:22:07;renan71;554170664198;pietro84@hotmail.com;2025-11-20T21:51:28
1303;Lucca Pacheco;983.714.206-50;M;1966-12-27;1;;False;;;2024-11-20T10:47:04;pcardoso;2024-11-20T10:47:04;pcardoso;5008660654;lucca88@ig.com.br;2025-11-20T11:02:37
1304;Theo Almeida;054.627.319-06;M;1978-12-18;2;;True;2025-11-23T10:18:54;guerrajoana;2025-10-23T08:11:25;cmendonca;2025-10-23T08:11:25;cmendonca;1195842659;theo54@bol.com.br;
1305;Enzo Carvalho;016.758.249-67;F;1989-10-13;1;;True;2025-04-03T04:55:36;jdias;2024-06-22T13:10:28;theodoropires;2024-06-22T13:10:28;theodoropires;5153454673;enzo91@gmail.com;2025-09-20T21:25:08
1306;Mateus Correia;74.152.890/0001-93;F;1982-10-10;2;JELW5801;False;;;2024-05-28T23:28:42;caioguerra;2024-05-28T23:28:42;caioguerra;5508418301595;mateus67@gmail.com;2025-02-22T20:17:38
1307;Davi Cunha;23.451.097/0001-54;F;1997-10-03;1;;False;;;2025-01-09T08:37:58;da-rosabruno;2025-01-09T08:37:58;da-rosabruno;551112101219;davi57@hotmail.com;2025-07-13T11:44:54
1308;José Miguel Pastor;293.658.714-09;M;1970-08-16;2;OOKP5400;False;;;2024-06-07T02:30:44;silveiramaria-laura;2024-06-07T02:30:44;silveiramaria-laura;551100213571;josé47@bol.com.br;2025-03-25T20:48:31
1309;Igor Machado;540.816.972-30;M;1983-11-10;2;GUMU2439;True;2025-06-18T23:57:44;leandrocamargo;2025-04-13T09:06:26;aduarte;2025-04-13T09:06:26;aduarte;557101251914;igor61@hotmail.com;
1310;João Gabriel Fernandes;759.068.213-68;M;1958-07-20;1;FBCC8540;True;2025-08-25T01:55:56;maria-luisa81;2025-02-19T08:27:39;ana-liviacaldeira;2025-02-19T08:27:39;ana-liviacaldeira;5505185194739;joão85@uol.com.br;2025-08-03T19:39:53
1311;Manuela Ferreira;054.673.892-38;F;1997-12-20;2;CEIM9259;False;;;2024-06-01T09:28:18;rafaela55;2024-06-01T09:28:18;rafaela55;2184163388;manuela37@uol.com.br;2025-03-14T21:43:47
1312;Leonardo Santos;542.708.963-29;M;1993-11-15;1;;True;2025-07-07T15:39:27;apollo11;2024-06-27T10:43:54;cirinosophie;2024-06-27T10:43:54;cirinosophie;3106133070;leonardo6@ig.com.br;2025-06-22T19:52:10
1313;Isis Araújo;03.458.296/0001-87;M;1976-05-17;1;LXCQ0560;False;;;2024-07-24T11:05:52;larissaabreu;2024-07-24T11:05:52;larissaabreu;8000198920;isis33@ig.com.br;2025-09-22T22:11:32
1314;Ana Beatriz Fonseca;724.839.150-60;F;2004-06-05;1;IZSG9476;True;2025-02-11T18:21:58;moreiradaniel;2024-08-26T17:14:21;valentina97;2024-08-26T17:14:21;valentina97;551145093395;ana64@uol.com.br;2025-08-06T19:14:31
1315;Rafaela Andrade;043.692.718-78;M;1956-07-20;2;;False;;;2025-11-24T13:42:09;santosjoao-pedro;2025-11-24T13:42:09;santosjoao-pedro;557187335742;rafaela5@uol.com.br;
1316;Pedro Miguel Novais;237.856.941-64;F;1971-02-28;1;;True;2025-10-22T07:29:02;azevedorafaela;2024-10-18T22:25:12;valmeida;2024-10-18T22:25:12;valmeida;6163242903;pedro2@yahoo.com.br;2025-11-27T11:22:17
1317;Catarina Moraes;267.150.984-76;M;2002-09-09;1;;True;2025-01-05T12:41:44;wda-cruz;2024-05-24T10:41:57;sampaiobenicio;2024-05-24T10:41:57;sampaiobenicio;5504106102137;catarina24@ig.com.br;2025-10-26T21:42:16
1318;Dra. Aurora Oliveira;712.436.859-64;M;1964-11-30;1;;False;;;2025-06-13T13:51:41;cauabarros;2025-06-13T13:51:41;cauabarros;7126334891;dra.90@gmail.com;2025-09-05T19:15:53
1319;Dr. Eduardo Duarte;50.239.671/0001-88;F;1954-01-24;1;;True;2024-04-23T03:03:40;bryanalmeida;2024-01-01T19:11:35;fsantos;2024-01-01T19:11:35;fsantos;5501134074599;dr.43@bol.com.br;2025-11-14T20:09:13
1320;Sr. Fernando Andrade;907.316.548-20;M;1989-08-12;1;ZGPA3291;False;;;2025-01-14T16:24:43;portootavio;2025-01-14T16:24:43;portootavio;3148053912;sr.82@ig.com.br;2025-06-24T20:18:36
1321;Dra. Cecília Costa;638.051.974-20;M;1982-10-09;1;;True;2025-06-08T16:16:08;sara48;2025-05-23T15:56:48;santosana-julia;2025-05-23T15:56:48;santosana-julia;551150321672;dra.22@uol.com.br;2025-09-16T08:33:05
1322;Maria Luiza Aparecida;634.581.209-98;M;1975-08-26;1;;True;2025-10-05T16:13:11;gael-henrique07;2025-03-10T07:42:55;lucca66;2025-03-10T07:42:55;lucca66;557123926053;maria85@uol.com.br;2025-08-13T19:57:14
1323;Dante da Luz;512.370.694-16;;1972-06-29;1;;False;;;2025-07-10T18:56:12;eloa67;2025-07-10T18:56:12;eloa67;5114214041;dante91@ig.com.br;2025-10-23T13:49:11
1324;Enrico da Rocha;569.480.273-00;M;1957-01-11;2;;False;;;2024-11-07T07:06:50;zramos;2024-11-07T07:06:50;zramos;5198058576;enrico45@yahoo.com.br;2025-01-15T13:32:54
1325;Sarah Sá;675.013.982-59;M;1961-11-12;1;;True;2025-08-12T19:48:48;machadocatarina;2025-05-20T08:35:17;mateus15;2025-05-20T08:35:17;mateus15;6175609847;sarah34@ig.com.br;2025-10-26T12:12:36
1326;Cecilia Andrade;671.348.205-80;M;1998-12-03;2;;True;2025-09-02T20:42:06;enzo96;2025-05-22T06:19:44;mnogueira;2025-05-22T06:19:44;mnogueira;5138316778;cecilia98@hotmail.com;
1327;Ayla Guerra;326.471.850-26;F;1993-03-05;1;;True;2025-08-14T13:45:11;vianagael;2025-05-13T09:19:11;da-rosaluana;2025-05-13T09:19:11;da-rosaluana;2128642816;ayla45@hotmail.com;2025-11-18T12:57:22
1328;Esther Pacheco;326.197.048-04;F;1965-01-08;1;GJJH7456;True;2024-08-22T09:12:46;aparecidalorena;2024-07-28T15:41:12;ana-liz66;2024-07-28T15:41:12;ana-liz66;5508441278464;esther20@bol.com.br;2025-07-19T13:13:38
1329;Dr. Benjamim Albuquerque;541.782.936-64;F;1994-01-16;2;;True;2025-06-21T12:23:22;maria-sophia16;2025-03-21T10:32:19;maria-helena64;2025-03-21T10:32:19;maria-helena64;2183174371;dr.64@yahoo.com.br;2025-05-07T13:30:30
1330;Helena Cavalcante;023.564.891-42;F;1968-05-12;1;;True;2025-03-28T08:45:53;pcaldeira;2024-05-09T10:56:00;ana-luizaribeiro;2024-05-09T10:56:00;ana-luizaribeiro;1129732532;helena50@hotmail.com;2025-10-30T12:19:29
1331;Kamilly Aparecida;658.924.073-65;M;1980-09-01;1;;True;2025-06-29T03:15:26;melomaria-cecilia;2024-05-21T22:21:55;rduarte;2024-05-21T22:21:55;rduarte;5508435558864;kamilly52@hotmail.com;2025-08-16T11:32:56
1332;Maya Cardoso;137.286.095-95;F;1981-07-17;1;;False;;;2025-09-03T19:52:26;souzalevi;2025-09-03T19:52:26;souzalevi;1146365500;maya48@ig.com.br;2025-11-24T18:59:31
1333;Ana Beatriz Cardoso;43.286.195/0001-90;M;1965-01-12;1;;True;2025-09-04T02:25:06;xda-luz;2025-06-24T17:06:48;ana-julia86;2025-06-24T17:06:48;ana-julia86;3006346439;ana58@yahoo.com.br;2025-07-30T21:49:39
1334;Davi Alves;34.590.167/0001-71;;1977-12-18;1;PKQG2767;True;2025-09-27T20:16:39;brunanascimento;2025-03-30T05:02:27;cpeixoto;2025-03-30T05:02:27;cpeixoto;8451625403;davi1@gmail.com;2025-09-09T10:02:17
1335;Gustavo Pinto;530.186.429-70;O;1974-05-09;1;;True;2025-11-23T13:07:46;rafaelvargas;2025-05-25T06:01:02;calebesilveira;2025-05-25T06:01:02;calebesilveira;5501124365289;gustavo96@ig.com.br;2025-09-04T13:16:30
1336;Noah Barros;852.109.437-04;M;1993-11-30;1;;False;;;2025-03-11T19:34:45;da-mataenzo;2025-03-11T19:34:45;da-mataenzo;556159186740;noah84@bol.com.br;2025-11-08T19:46:30
1337;Melina Moura;280.357.419-50;F;1959-05-21;1;;True;2025-04-16T13:37:17;steixeira;2025-01-28T14:57:46;marcelo23;2025-01-28T14:57:46;marcelo23;9006375659;melina51@bol.com.br;2025-10-16T12:23:41
1338;Heloísa Câmara;17.683.045/0001-00;M;1961-08-27;1;;True;2025-08-30T11:07:58;nlima;2024-08-29T13:14:20;danilo87;2024-08-29T13:14:20;danilo87;5009238772;heloísa32@hotmail.com;2025-11-01T20:27:05
1339;Lorena da Cruz;693.754.018-39;M;2005-09-21;2;;True;2024-12-26T07:30:04;fribeiro;2024-12-05T19:51:45;liz04;2024-12-05T19:51:45;liz04;8120281898;lorena91@ig.com.br;
1340;Kaique Vargas;617.095.823-59;F;2007-07-23;2;;True;2025-11-10T03:55:13;hnovaes;2025-10-10T12:00:26;marquesluna;2025-10-10T12:00:26;marquesluna;1117701095;kaique95@hotmail.com;
1341;Agatha Costa;475.962.013-34;F;1975-02-07;1;;False;;;2025-03-25T16:44:37;joanacosta;2025-03-25T16:44:37;joanacosta;558406310553;agatha80@bol.com.br;2025-11-06T20:30:23
1342;Otto Costela;624.073.895-65;F;1984-09-26;1;NIWV2870;False;;;2025-03-30T13:01:57;ryannascimento;2025-03-30T13:01:57;ryannascimento;557104875036;otto15@yahoo.com.br;2025-07-12T11:46:48
1343;Esther Barbosa;693.728.514-00;M;1981-04-23;1;;False;;;2025-10-03T13:02:25;anthonyfonseca;2025-10-03T13:02:25;anthonyfonseca;8423595881;esther82@hotmail.com;2025-11-02T19:20:42
1344;Joana Caldeira;130.956.478-75;F;1978-04-13;1;;True;2025-11-10T14:43:15;cunhavitor-hugo;2025-05-06T08:39:27;pimentakamilly;2025-05-06T08:39:27;pimentakamilly;2190976217;joana39@gmail.com;2025-10-06T12:54:21
1345;Matteo Peixoto;49.302.817/0001-03;F;1984-08-14;1;IQCL0500;True;2025-11-06T22:03:56;albuquerquemaria-luiza;2025-09-21T01:08:02;jade11;2025-09-21T01:08:02;jade11;8440280866;matteo49@ig.com.br;2025-11-18T20:44:25
1346;Ana Liz Nascimento;405.983.761-00;M;1956-03-06;1;;False;;;2024-07-12T15:00:16;liviacaldeira;2024-07-12T15:00:16;liviacaldeira;5504134227536;ana15@gmail.com;2025-11-03T14:35:13
1347;Liam Campos;201.835.967-30;M;1986-06-30;1;;True;2025-10-25T19:43:17;sofiada-costa;2025-02-15T01:12:37;peixotogustavo-henrique;2025-02-15T01:12:37;peixotogustavo-henrique;554169877348;liam34@bol.com.br;2025-11-16T12:17:22
1348;Agatha Almeida;95.846.371/0001-03;F;1990-01-30;1;;False;;;2025-09-17T12:34:24;maria-laurapinto;2025-09-17T12:34:24;maria-laurapinto;555120250187;agatha5@bol.com.br;2025-11-08T20:55:13
1349;Sr. João Gabriel Macedo;15.370.284/0001-85;F;2007-08-23;1;;False;;;2024-05-26T03:44:04;peixotomelina;2024-05-26T03:44:04;peixotomelina;5507176413455;sr.6@ig.com.br;2025-10-02T20:08:24
1350;José Miguel Garcia;36.420.179/0001-83;F;1950-08-19;2;;True;2025-07-12T15:08:17;ysales;2025-03-23T22:20:00;antonellasa;2025-03-23T22:20:00;antonellasa;1120535410;josé41@hotmail.com;
1351;Dom das Neves;501.637.298-59;F;1997-07-13;1;ZEDA1272;False;;;2025-04-22T10:05:13;fpeixoto;2025-04-22T10:05:13;fpeixoto;5192532969;dom86@yahoo.com.br;2025-11-10T10:33:13
1352;Dra. Sarah Novaes;501.932.687-95;M;1952-10-07;1;LEFR3362;True;2024-10-15T10:10:21;estermelo;2024-10-11T03:04:09;hpereira;2024-10-11T03:04:09;hpereira;1187222375;dra.72@gmail.com;2025-11-06T19:53:12
1353;Sra. Nina Barros;578.613.209-95;F;1971-07-12;1;TQVH3272;True;2024-05-06T13:52:40;lunna60;2024-04-13T04:33:37;ymartins;2024-04-13T04:33:37;ymartins;5502137425757;sra.95@uol.com.br;2025-10-19T21:48:17
1354;Miguel Silva;854.907.263-00;F;1988-12-07;1;;True;2025-05-02T09:58:11;fonsecaheitor;2025-02-23T23:40:36;mendesmaria-isis;2025-02-23T23:40:36;mendesmaria-isis;7183260098;miguel31@gmail.com;2025-11-01T14:45:25
1355;Maria Helena Nunes;790.142.836-87;F;1966-05-12;1;;True;2025-01-26T09:28:01;nicole31;2024-09-09T21:53:26;ottoda-paz;2024-09-09T21:53:26;ottoda-paz;8131758210;maria3@uol.com.br;2025-11-03T13:48:57
